#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	clean_SRR28210342_metaphlan	clean_SRR28210343_metaphlan	clean_SRR28210344_metaphlan	clean_SRR28210345_metaphlan	clean_SRR28210346_metaphlan	clean_SRR28210347_metaphlan	clean_SRR28210348_metaphlan	clean_SRR28210349_metaphlan	clean_SRR28210350_metaphlan	clean_SRR28210351_metaphlan	clean_SRR28210352_metaphlan	clean_SRR28210353_metaphlan	clean_SRR28210354_metaphlan	clean_SRR28210355_metaphlan	clean_SRR28210356_metaphlan	clean_SRR28210357_metaphlan	clean_SRR28210358_metaphlan	clean_SRR28210359_metaphlan	clean_SRR28210360_metaphlan	clean_SRR28210361_metaphlan	clean_SRR28210362_metaphlan	clean_SRR28210363_metaphlan	clean_SRR28210364_metaphlan	clean_SRR28210365_metaphlan	clean_SRR28210366_metaphlan	clean_SRR28210367_metaphlan	clean_SRR28210368_metaphlan	clean_SRR28210369_metaphlan	clean_SRR28210370_metaphlan	clean_SRR28210371_metaphlan	clean_SRR28210372_metaphlan	clean_SRR28210373_metaphlan	clean_SRR28210374_metaphlan	clean_SRR28210375_metaphlan	clean_SRR28210376_metaphlan	clean_SRR28210377_metaphlan	clean_SRR28210378_metaphlan	clean_SRR28210379_metaphlan	clean_SRR28210380_metaphlan	clean_SRR28210381_metaphlan
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonadia	0.00518	0.00192	0.0151	0.00809	0.00254	0.0073	0.0	0.00188	0.00062	0.00212	0.0	0.00278	0.0	0.02018	0.02351	0.0003	0.0001	0.00049	0.00091	0.0	0.03051	0.00754	0.0	0.0	0.02434	0.0	0.0	0.00012	0.03505	0.0	0.0	0.00341	0.00394	0.00435	0.02757	0.0	0.00202	0.0	0.00431	0.041
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	0.0042	0.05278	0.04469	0.00307	0.03244	0.00903	0.0	0.03888	0.05782	0.41558	0.01591	0.00241	0.09966	0.0	0.00395	0.00454	0.01015	0.02777	0.0	0.04054	0.0	0.0	0.01867	0.03026	0.00587	0.00888	0.02525	0.07388	0.0	0.00613	0.01295	0.01137	0.04671	0.01318	0.00192	0.07078	0.02293	0.08684	0.00459	0.0
k__Bacteria|p__Synergistetes|c__Synergistia	0.00416	0.00378	0.08938	0.00243	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36635	0.0	0.0	0.0093	0.0	0.0	0.00558	0.0	0.0	0.0	0.0	0.0	0.02681	0.0092	0.0	0.0	0.0	0.0	0.00093	0.0014	0.0
k__Bacteria|p__Firmicutes|c__CFGB3057	0.0036	0.02738	0.01797	0.0007	0.00503	0.0	0.00898	0.0	0.00436	0.0	0.00713	0.08793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01161	0.0	0.01555	0.02586	0.0	0.0	0.0	0.04387	0.01387	0.03679	0.0	0.0	0.04093	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2881	0.00269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2997	0.00234	0.00609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1260	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2952	0.00213	0.0	0.0	0.0	0.00281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	0.00206	0.0052	0.02658	0.01353	0.01818	0.00399	0.00699	0.00024	0.01336	0.01035	0.0	0.03452	0.00757	0.02406	0.05435	0.00501	0.0	0.00299	0.00714	0.0	0.2516	0.00421	0.00536	0.0056	0.10238	0.00171	0.01344	0.00153	0.00614	0.00432	0.0	0.0211	0.01584	0.00597	0.01143	0.0	0.0	0.00242	0.0	0.06666
k__Bacteria|p__Firmicutes|c__CFGB40183	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0
k__Bacteria|p__Firmicutes|c__CFGB9272	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB4559	0.00181	0.0	0.0	0.00475	0.0	0.0	0.0	0.0	0.0	0.0	0.03031	0.0	0.0	0.0	0.0	0.0	0.0	0.01001	0.00678	0.0	0.0	0.0	0.0	0.0	0.0	0.00693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02781	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27279	0.0	0.0	0.0	0.0	0.0	0.00716	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB45628	8e-05	0.0022	0.00464	0.00034	0.00045	0.0	0.0	0.0	8e-05	0.00665	0.0	0.00491	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.00071	0.0	0.0	0.0	0.0	0.00759	0.00702	0.0	0.0	0.0	0.0	0.0	0.0	0.00456	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	10.26374	31.07832	5.3283	7.81099	24.3405	27.5513	1.79229	4.96788	20.38009	3.30724	32.35998	18.57793	16.79219	0.37435	6.69498	1.21414	21.16986	8.89525	8.73412	39.02675	0.49124	1.10545	8.61921	13.87813	21.15985	40.83635	25.28358	25.25153	4.8652	15.85125	0.88874	12.70951	21.00724	20.45905	2.29616	15.44422	4.44252	30.03118	39.00717	2.45843
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	6.43985	2.226	0.0	0.01044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.15011	0.0	0.0	0.0	0.0	1.4269	0.0	0.15684	0.46223	0.0	0.0	0.0	0.41465	0.0003	0.0	0.0	0.00302	0.0	0.0	1.02162	2.1205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	5.53309	2.50671	0.0	0.0	0.0	0.0	0.0	0.0	5.87272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.60116	0.0	1.25111	0.0	0.0	0.0	4.83428	3.5899	0.0	0.0	0.0	0.0	0.0	3.34102	0.5681	0.0	0.05834	0.0	0.07538	0.0	0.0	0.0	0.0	0.0169
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	4.843	0.80424	0.04081	0.4484	0.03849	0.67406	0.0	0.20302	1.29005	0.00601	4.35963	2.92545	0.28946	0.0336	1.72575	0.26332	0.0076	0.29655	2.18666	2.9152	0.73189	0.04816	12.80682	0.07225	0.3631	0.54612	1.34609	1.5025	0.28196	0.0	0.01017	0.08871	2.31421	0.01474	0.66297	0.24046	1.59596	3.56256	1.9215	13.13942
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	3.76727	4.27952	10.30134	15.83541	9.35494	2.94025	6.36812	35.12217	13.39031	2.25589	9.70018	19.10447	34.27063	44.31469	14.34641	15.27189	4.76654	8.52228	13.2999	3.2484	36.49086	2.6925	8.50453	5.46856	10.15657	5.84043	2.33806	14.45527	9.88692	0.10787	24.77208	1.72328	8.90687	8.73525	19.84261	6.20704	24.93852	6.02063	6.30914	23.99332
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	3.27213	1.21223	0.0052	1.62165	0.02075	0.72431	0.0009	2.80826	0.02372	0.0	1.14504	3.68977	3.92637	0.05546	0.04182	0.11145	0.99586	1.87626	2.0356	0.5239	0.05014	1.85193	0.00022	1.59678	1.28761	2.31326	0.00415	1.68942	3.39157	0.0	0.43503	2.59781	0.01284	2.5943	0.00072	0.0	0.0	0.0	1.91865	0.067
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	3.02231	0.0448	0.04949	0.0	0.0	0.0	3.96786	6.66664	0.0	0.00227	0.0	0.58897	0.0	0.0	0.0	0.02053	0.3643	0.15179	0.0	9.44209	0.00047	0.0	6.13396	0.0	0.0	0.78664	0.0	0.0	0.0	0.0	0.16518	0.0412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354	2.14322	1.93834	0.0	0.00348	0.49937	0.0	0.0	0.0	0.0	0.0	0.17029	3.72768	0.0	0.0	0.0	0.0	0.0	0.89774	0.0	0.0	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00382
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062	0.98406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776	0.74727	1.57022	0.0	0.13857	0.0	0.0	0.0	0.0	0.0186	0.0	0.0	2.46484	0.0	0.0	0.0	0.0	0.0	1.44063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42904	0.0001
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.68	1.77698	0.01783	0.1082	1.1261	0.65683	0.08087	0.00218	0.39706	3.05222	0.00146	0.04861	1.73296	0.0118	0.01134	0.30135	0.78809	1.99544	0.74112	0.89054	0.0	0.03432	0.0	0.36355	0.57426	1.55847	0.0	0.06329	1.60243	0.84413	0.19385	2.12617	0.50224	1.77676	0.0	4.03766	0.08273	0.0514	0.66928	0.26139
k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales	0.51806	2.61683	1.1979	4.41813	1.02876	1.28655	2.13316	1.05771	1.19111	0.10034	5.16379	0.90996	0.00292	0.88787	13.5036	0.75694	2.35655	4.73778	14.3878	0.0992	0.17446	0.03728	2.15264	13.30135	0.01229	0.00937	4.08691	1.77701	0.00209	0.03397	2.62891	1.7878	10.68835	3.6231	5.06974	2.44192	0.00067	2.20747	5.73129	0.00552
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455	0.49968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.49878	0.96676	0.15617	0.25352	0.02739	0.02382	0.0	0.30643	0.03006	0.26075	0.38681	0.08043	0.0	0.0	0.06119	0.0	0.05587	0.01876	0.03154	0.49815	0.0	0.00888	0.0	0.62166	0.43629	0.33721	0.0	0.23652	0.08608	0.0	0.33271	0.14594	0.72022	0.52432	0.0	0.0	0.00636	0.37337	0.63641	0.0002
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989	0.37763	0.27702	0.0	0.0	0.03259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	0.30083	0.05389	0.0	0.0	0.0496	0.0	0.0	0.00239	0.08672	0.0	0.0	0.1323	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.14881	0.0	0.0	0.0	0.00148	0.0	0.42311	0.00082	0.0	0.0	0.0	0.23922	0.0	0.04053	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.26842	0.05892	0.37086	1.37883	4.99945	3.23648	0.0191	0.95127	0.10668	0.24971	0.51691	0.25285	26.6945	0.01243	0.23078	0.34769	0.40225	0.18387	0.03764	0.10375	0.23106	5.59414	0.3019	0.66348	0.72791	0.33844	0.56645	1.83903	2.39751	0.0	0.00325	0.0	0.58509	0.14519	0.42537	0.03034	2.67332	1.75784	0.48204	0.09173
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721	0.23072	0.0	0.0	0.0	0.02266	0.0	0.0	0.0	0.0	0.0	0.0	0.23955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890	0.22468	0.07501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00251	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.18941	0.21608	0.055	2.1161	0.45893	0.09993	0.53681	0.00681	0.12476	0.11651	0.85948	0.34475	0.49194	0.21328	0.04319	0.01747	0.19649	0.3756	0.55222	0.1476	0.12315	0.00489	0.13005	0.16868	0.15798	0.101	0.20472	0.1754	0.12624	0.09476	0.00398	0.31319	0.41056	1.13461	0.57163	1.15508	0.0041	0.51317	0.51995	1.28447
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.14507	0.08789	0.09616	0.26115	0.73033	0.84788	0.09302	0.39404	0.34253	0.05548	1.43087	1.50092	0.15393	4.53758	4.18976	0.23809	0.18207	0.69963	1.44976	1.02363	2.14023	3.55982	0.43379	0.48041	14.15901	0.34745	0.42316	0.3841	2.06272	3.33454	0.08151	0.71773	0.00689	0.02302	3.65822	0.20611	1.25437	1.42676	0.20284	6.74509
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.13629	0.1859	0.22301	0.12097	0.23287	0.21873	0.37735	0.51891	1.00606	0.77418	0.16244	0.28208	0.13194	0.80315	0.40834	0.07213	0.27073	0.08699	0.30033	0.21751	0.29558	0.03549	0.63869	0.11492	3.20294	0.29859	0.12961	1.14254	0.58509	0.20952	0.61237	0.16852	0.12932	0.12116	0.35667	0.48596	0.39202	0.09183	0.15548	0.18306
k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072	0.08462	0.01496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32738	0.0	0.0	0.0	0.0	0.00327	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00258	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982	0.0845	0.10158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17502	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503	0.08058	0.0525	0.0	0.0	0.0	0.0	0.0	0.06987	0.0	0.0	0.0	0.01947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667	0.0597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06491	0.0
k__Bacteria|p__Firmicutes|c__CFGB16911|o__OFGB16911	0.05491	0.05578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	0.04216	0.07258	0.01535	0.00474	0.0933	0.0	0.0	0.11933	0.02699	0.0	0.0127	0.01373	0.0	0.0	0.0	0.0	0.02891	0.0	0.0534	0.0	0.0	0.0	0.08919	0.0	0.0	0.01106	0.00165	0.20057	0.0	0.0	0.0066	0.05699	0.01342	0.0	0.0	0.01301	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	0.03624	0.0263	0.00176	0.0	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	0.18185	0.0	0.0	0.0	0.0	0.00339	0.0	0.0	0.02348	0.0	0.0	0.0072	0.01069	0.0	0.04704	0.0	0.0	0.0	0.0	0.00083	0.01585	0.02174	0.0	0.01464	0.0	0.0	0.0	3.52716	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	0.03517	0.02823	0.03617	0.06095	0.08364	0.01804	0.02794	0.26135	0.21258	0.05562	0.01311	0.10091	0.00231	0.3548	0.34778	0.06591	0.00507	0.10158	0.02079	0.01398	0.72119	0.09087	0.03866	0.02807	0.71595	0.03502	0.02041	0.04669	0.07716	0.01464	0.00342	0.0568	0.00499	0.00779	0.16846	0.00283	0.05256	0.01295	0.01229	0.39119
k__Bacteria|p__Firmicutes|c__CFGB2915|o__OFGB2915	0.0324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77988|o__OFGB77988	0.02721	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.08048	0.07454	0.0	0.0	0.0	0.0	0.0	0.0	0.01305	0.0	0.0	0.0	0.0	0.0	0.0026	0.0
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291	0.02653	0.00512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374	0.02619	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.00514	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023	0.02231	0.05362	0.0	0.0	0.01661	0.0	0.0	0.0	0.0	0.0	0.00919	0.01666	0.0	0.0	0.0	0.0	0.00519	0.0	0.0	0.01498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04793	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212	0.02087	0.00817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00492	0.0	0.0	0.0	0.0	0.003	0.0	0.0289	0.0	0.02463	0.0	0.05562	0.0	0.0	0.0	0.02293	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	0.01921	0.0	0.0522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41087	0.06636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21872	0.01369	0.0	0.05431	0.0	0.81045	0.14888	0.0	0.0	0.96806	0.0	0.01284	0.0	0.0	0.00694	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226	0.01456	0.03731	0.01172	0.00733	0.03163	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04026	0.0	0.02874	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	0.01279	0.00203	0.18855	0.0	0.02158	0.0	0.0	0.01545	0.0	0.0	0.00581	0.0	0.0	0.0	0.0	0.0	0.0	0.00324	0.0	0.02697	0.0	0.0	0.0	0.00381	0.0	0.00533	0.00594	0.0	0.0	0.0	0.00213	0.01706	0.01726	0.0	0.0	0.0	0.0	0.0	0.03616	0.0
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126	0.01224	3e-05	0.00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00236	0.0	0.0	0.0	0.0	0.0	0.01219	0.0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	0.01217	0.02021	0.0	0.00023	0.03212	0.00639	0.0	0.09643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0421	0.01929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00527	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2917|o__OFGB2917	0.00859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491	0.0077	0.01108	0.01765	0.00518	0.0	0.00208	0.0	0.00913	0.00238	0.0	0.00967	0.0	0.0	0.0	0.001	0.0	0.00804	0.0	0.00024	0.02148	0.0	0.0	0.00358	0.01054	0.0	0.0	0.00387	0.01431	0.0	0.00655	0.0	0.01003	0.00337	0.0037	0.01098	0.0	0.0	0.0	0.007	0.0
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047	0.00607	0.01898	0.02173	3e-05	0.0	0.0	0.0	0.00612	0.00806	0.0	0.00672	0.0	0.0	0.0	0.0	0.0	0.0	0.01161	0.004	0.00479	0.0	0.0	0.0	0.00908	0.0	0.00461	0.0	0.05018	0.0	0.0	0.00623	0.0	0.02327	0.00458	0.00098	0.02039	0.0	0.0	0.04699	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonadia|o__Candidatus_Saccharimonadales	0.00518	0.00192	0.0151	0.00757	0.00254	0.0073	0.0	0.00188	0.00062	0.00212	0.0	0.00278	0.0	0.02018	0.02351	0.0003	0.0001	0.00049	0.0	0.0	0.03051	0.0063	0.0	0.0	0.02095	0.0	0.0	0.00012	0.03081	0.0	0.0	0.00253	0.00394	0.00435	0.02679	0.0	0.00065	0.0	0.00431	0.041
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	0.0042	0.05278	0.04469	0.00307	0.03244	0.00903	0.0	0.03888	0.05782	0.41558	0.01591	0.00241	0.09966	0.0	0.00395	0.00454	0.01015	0.02777	0.0	0.04054	0.0	0.0	0.01867	0.03026	0.00587	0.00888	0.02525	0.07388	0.0	0.00613	0.01295	0.01137	0.04671	0.01318	0.00192	0.07078	0.02293	0.08684	0.00459	0.0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.00416	0.00378	0.08938	0.00243	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36635	0.0	0.0	0.0093	0.0	0.0	0.00558	0.0	0.0	0.0	0.0	0.0	0.02681	0.0092	0.0	0.0	0.0	0.0	0.00093	0.0014	0.0
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057	0.0036	0.02738	0.01797	0.0007	0.00503	0.0	0.00898	0.0	0.00436	0.0	0.00713	0.08793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01161	0.0	0.01555	0.02586	0.0	0.0	0.0	0.04387	0.01387	0.03679	0.0	0.0	0.04093	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881	0.00269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
